EAN;Produto_Pesquisa;Preco_Principal;Qtd_Pesquisas_Principal;Farmacia_Principal;Rede_Principal;Menor_Preco_Concorrente;Loja_Menor_Preco_Concorrente;Rede_Menor_Preco_Concorrente;Qtd_Pesquisas_Concorrentes;Produto;Laboratório;Família;CURVA;Recomendacao;Ganho_Potencial;Margem_%;Lucro_Unitario;Preco_Medio;Dif_vs_Concorrente_R$;Dif_vs_Concorrente_%;Custo_Estimado;Lucro_Apos_Acompanhar;Margem_Apos_Acompanhar_%;Tipo_Alerta;Prioridade;Ação Recomendada;Ordem_Prioridade
7896112158363;IBUPRIL 600MG 20CPR;13.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.24;MARCOPHARMA COMERCIO DE MEDICAMENTOS EIRELI;Marcopharma De;21.0;IBUPRIL 600MG C20 CPR.;TEUTO;IBUPRIL;A;COMPETITIVO;-4.105241128298457;61.10031157801862;5.64566878980892;9.24;4.75;51.4069264069264;8.34433121019108;0.8956687898089211;9.69338517109222;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896512922373;GRANADO BEBE SAB LIQ REFIL GLICERINA NEUTRO 250ML;20.99;14;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.9;RAIADROGASIL S.A.;Drogasil;70.0;GRANADO SAB BB TRA 250;GRANADO;GRANADO BEBE;A;SUBIR PREÇO URGENTE;5.013953488372143;4.749874518989206;0.6602325581394997;14.46333333333333;7.089999999999998;51.00719424460431;20.329767441860497;-6.429767441860497;-46.25731972561508;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512922472;GRANADO BEBE SAB LIQ REFIL LAVANDA 250ML;20.99;14;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.9;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;48.0;GRANADO BEBE SAB LIQ REFIL LAVANDA 250ML;GRANADO;GRANADO BEBE;B;SUBIR PREÇO;0.4698901098901445;28.17163381365702;5.068076923076898;20.52333333333333;7.089999999999998;51.00719424460431;15.9219230769231;-2.0219230769231;-14.546209186497123;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512941930;GRANADO BEBE SAB LIQ REFIL CAMOMILA 250ML;20.99;8;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.9;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;44.0;SAB GRANADO BEBE CAM;GRANADO;GRANADO BEBE;B;SUBIR PREÇO;2.010000000000005;21.71865803413772;3.689999999999998;16.99;7.089999999999998;51.00719424460431;17.3;-3.4000000000000004;-24.46043165467626;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512959843;GRANADO BEBE SAB LIQ REFIL CALENDULA 250ML;20.99;12;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.9;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;40.0;GRANADO BEBE SAB LIQ REFIL CALENDULA 250ML;GRANADO;GRANADO;B;SUBIR PREÇO;0.3895918367347164;28.48407845628515;5.124285714285698;20.83210526315789;7.089999999999998;51.00719424460431;15.8657142857143;-1.9657142857143004;-14.141829393628061;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896094999510;NESINA PIO 25/30MG 30CPR;217.69;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;144.59;RAIADROGASIL S.A.;Drogasil;16.0;NESINA PIO 25/30MG 30S;HYPERA PP;NESINA PIO;A;SUBIR PREÇO URGENTE;179.5671428571429;-56.93339788367106;-82.32;188.4533333333333;73.1;50.55674666297807;300.01;-155.42;-107.49014454664913;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896094999527;NESINA MET 12.5/850 60CPR;149.47;10;ZANOL E THOMAZ LTDA;Zanol e Thomaz;99.28;RAIADROGASIL S.A.;Drogasil;53.0;NESINA MET 12,5+850 60;HYPERA PP;NESINA MET;A;SUBIR PREÇO URGENTE;123.2914285714286;-56.92989524576954;-56.52000000000001;144.255;50.19;50.55398871877518;205.99;-106.71000000000001;-107.48388396454473;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7622300862442;LACTA CHOC TAB LAKA TRAD 20GR;2.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.99;TRIANGULO DROGARIA LTDA;Triangulo;20.0;LACTA CHOC TAB LAKA TRAD 20GR;;;;SEM CUSTO;;;;2.89;1.0000000000000002;50.251256281407045;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
4005808934980;NIVEA HID LABIAL MELANCIA 4,8GR;21.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;14.65;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;5.0;PROT LABIAL NIVEA MELANCIA 4,8G;BEIERSDORF - NIVEA;NIVEA;B;SUBIR PREÇO URGENTE;2.526190476190427;17.92946530147919;2.626666666666701;14.65;7.339999999999998;50.10238907849828;19.363333333333298;-4.713333333333297;-32.17292377701909;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947621312;CARMED HID LAB COCA COLA INCOLOR 10G;14.989999999999998;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.99;TRIANGULO DROGARIA LTDA;Triangulo;3.0;CARMED HID LAB COCA COLA INCOLOR 10G;CIMED;CARMED;C;SUBIR PREÇO URGENTE;13.09809523809529;-61.77844511177878;-6.171666666666701;14.99;4.999999999999998;50.05005005005003;21.161666666666697;-11.171666666666697;-111.8284951618288;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7500435214667;ALWAYS ABS NOT SUAVE C/ABAS XG C/8;15.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;10.75;POSTERUS SUPERMERCADOS LTDA;Posterus Super Rcados;22.0;ABS ALWAYS NOTURNO SUAVE XG CA 8X1;PROCTER GAMBLE;ALWAYS;B;SUBIR PREÇO URGENTE;3.092857142857143;9.860465116279075;1.06;11.4575;5.24;48.74418604651163;14.93;-4.18;-38.883720930232556;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7500435127226;ALWAYS ABS LAR SECA C/ABAS C/8;5.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.05;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;23.0;ABS ALWAYS SUPER PROT SECA P CA 8X1;PROCTER GAMBLE;ALWAYS;B;MANTER;-0.7928571428571427;43.7037037037037;1.77;4.268181818181819;1.9400000000000004;47.90123456790125;4.220000000000001;-0.17000000000000082;-4.197530864197551;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7500435127240;ALWAYS ABS LAR SUAVE 8 UNI C/ABAS;5.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.05;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;23.0;ABS ALWAYS SUPER PROT SUAVE P CA 8X1;PROCTER GAMBLE;ALWAYS;A;SUBIR PREÇO URGENTE;0.6500000000000004;18.76543209876543;0.7599999999999998;4.343333333333333;1.9400000000000004;47.90123456790125;5.23;-1.1800000000000006;-29.135802469135818;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7500435127271;ALWAYS ABS BAS LAR SUAVE S/ABAS C/8;5.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.05;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;23.0;ABS ALWAYS SUPER PROT SUAVE P SA 8X1;PROCTER GAMBLE;ALWAYS;B;SUBIR PREÇO URGENTE;0.6500000000000004;18.76543209876543;0.7599999999999998;4.558333333333334;1.9400000000000004;47.90123456790125;5.23;-1.1800000000000006;-29.135802469135818;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
78907478;GAROTO CHOC TALENTO CAST PARA 25GR;4.99;7;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.39;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;29.0;CHOC BR GAROTO TAL CASTANHA 25G;;;;SEM CUSTO;;;;3.39;1.6;47.1976401179941;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
78907492;TALENTO CHOC AMENDOAS/PASSAS 25G;4.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.39;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;8.0;CHOC BR GAROTO TAL AMEND 25G;;;;SEM CUSTO;;;;3.39;1.6;47.1976401179941;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150095540;DOVE OLEO BOND 110ML;33.49;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;22.79;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;2.0;DOVE OLEO BOND 110ML;UNILEVER;DOVE;B;SUBIR PREÇO;3.859999999999999;21.93191997611228;7.345000000000002;33.49;10.700000000000003;46.950416849495404;26.145;-3.3550000000000004;-14.72136902150066;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7500435260336;PANTENE CP MOLECULAR BOND REPAIR 240ML;20.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.99;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;12.0;PANTENE CP MOLECULAR BOND REPAIR 240ML;PROCTER GAMBLE;PANTENE;B;MANTER;-5.675714285714283;49.38994631527574;10.12;20.49;6.499999999999998;46.46175839885631;10.37;3.620000000000001;25.875625446747684;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896902200494;FARMAX ACETONA 80ML;3.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.75;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;7.0;REMOVEDOR ACETONA FARMAX 80ML;FARMAX;POPY MAX;B;SUBIR PREÇO;0.1284226190476145;26.73106060606073;0.73510416666667;2.75;1.2400000000000002;45.0909090909091;3.25489583333333;-0.5048958333333302;-18.35984848484837;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896006284369;CELESTRAT XP 120ML;18.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.12;RAIADROGASIL S.A.;Drogasil;12.0;CELESTRAT XPE 120ML;UNIAO QUIMICA;CELESTRAT;A;MANTER;-2.29142857142857;42.22560975609756;5.539999999999999;13.12;5.869999999999999;44.74085365853659;13.45;-0.33000000000000007;-2.515243902439025;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7506339394535;ALWAYS ABS NOITE TRANQ SECA C/8;11.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.29;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;13.0;ABS ALWAYS NOTURNO SECA G CA 8X1;PROCTER GAMBLE;ALWAYS;B;SUBIR PREÇO;0.4957142857142873;25.81423401688781;2.139999999999999;8.893333333333333;3.700000000000001;44.632086851628486;9.850000000000001;-1.5600000000000023;-18.81785283474068;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7506339394603;ALWAYS ABS NOT TRANQ SUAVE C/8;11.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.29;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;14.0;ABS ALWAYS NOTURNO SUAVE G CA 8X1;PROCTER GAMBLE;ALWAYS;B;SUBIR PREÇO;0.9814285714285731;21.71290711700843;1.799999999999999;8.77;3.700000000000001;44.632086851628486;10.190000000000001;-1.9000000000000021;-22.91917973462005;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512909732;PHEBO SAB AMAZONIAN 90G;5.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.15;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;26.0;SAB PHEBO AMAZONIAN 90G;GRANADO;PHEBO;B;SUBIR PREÇO URGENTE;0.8899999999999997;14.98795180722892;0.6220000000000003;4.700000000000001;1.8399999999999999;44.33734939759035;5.368;-1.218;-29.34939759036144;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512918536;SAB PHEBO RAIZ DO ORIENTE 90G;5.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.15;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;19.0;SAB PHEBO RAIZ ORIENTE 90G;GRANADO;PHEBO;B;SUBIR PREÇO URGENTE;0.8214285714285712;16.14457831325302;0.6700000000000004;4.653076923076923;1.8399999999999999;44.33734939759035;5.32;-1.17;-28.19277108433735;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512934536;PHEBO SAB BARRA PATCHOULY 90G;5.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.15;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;33.0;SAB PHEBO PATCHOULY 90G;GRANADO;PHEBO;B;SUBIR PREÇO URGENTE;0.7484126984127002;17.37617135207494;0.7211111111111101;4.802;1.8399999999999999;44.33734939759035;5.26888888888889;-1.1188888888888897;-26.96117804551541;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891106916516;BEPANTOL DERMO TATTOO 30G;43.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;30.49;FARMACIA MODERNA LTDA.;Moderna .;9.0;BEPANTOL TATTOO CR RESTAURA 30G;BAYER OTC;BEPANTOL;B;SUBIR PREÇO;0.768241758241718;28.23624391351525;8.609230769230798;30.49;13.500000000000004;44.276812069531005;35.380769230769204;-4.890769230769205;-16.040568156015762;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891008124583;GAROTO CHOC CROCANTE 25G;3.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.8;BOLINHA CONVENIENCIA LTDA;Bolinha Convenien;21.0;BOMBOM GAROTO CROCANTE 30X25G;;;;SEM CUSTO;;;;2.8;1.1900000000000004;42.500000000000014;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896004723020;ACIDO TRANEXAMICO 250MG 12 CPR EMS;48.88;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;34.51;RAIADROGASIL S.A.;Drogasil;17.0;TRANEXAMICO EMG 250 12;EMS;ACIDO TRANEXAMICO;A;SUBIR PREÇO URGENTE;34.01857142857143;-39.00318748188931;-13.46;34.51;14.370000000000005;41.64010431758912;62.34;-27.830000000000005;-80.64329179947843;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7899470807362;MAXALGINA 1G 10CPR;11.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.49;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;27.0;MAXALGINA 1G C/10S;NATULAB;MAXALGINA;A;COMPETITIVO;-2.844566326530614;52.52484647705236;4.64319642857143;8.84;3.5;41.22497055359246;7.346803571428571;1.1431964285714296;13.465211172808358;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896006210771;DOXAPROST 2MG 30CPR;19.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;14.16;RAIADROGASIL S.A.;Drogasil;9.0;DOXAPROST 2 MG 30'S;UNIAO QUIMICA;DOXAPROST;B;COMPETITIVO;-6.174285714285714;60.5225988700565;8.57;14.16;5.829999999999998;41.17231638418078;11.419999999999998;2.740000000000002;19.35028248587572;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
4005900807854;NIVEA SAB BARRA MILK SENS 90GR;5.489999999999999;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.89;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;16.0;SAB NIVEA BOX PURE MILK SENSITIVE 90G;BEIERSDORF - NIVEA;NIVEA;B;SUBIR PREÇO URGENTE;1.167142857142858;8.997429305912599;0.3500000000000001;3.89;1.5999999999999992;41.131105398457564;5.139999999999999;-1.2499999999999987;-32.13367609254495;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512900043;GRANADO SAB ANTISSEPTICO ENXOFRE 90G;9.99;7;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.09;RAIADROGASIL SA;Drogasil;46.0;GRAN SAB ENXOFRE 90G;GRANADO;GRANADO;A;SUBIR PREÇO URGENTE;2.081428571428573;9.449929478138221;0.6699999999999999;7.09;2.9000000000000004;40.90267983074754;9.32;-2.2300000000000004;-31.452750352609314;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891000460207;PRESTIGIO CHOC COCO 33G UN;4.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.19;MATEUS SUPERMERCADOS S.A. - MIX MARABA;Mateus Super Rcados;17.0;CHOC NESTLE PRESTIGIO 33G;;;;SEM CUSTO;;;;3.19;1.3000000000000003;40.75235109717869;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512949417;GRANADO BEBE SAB LIQ GLICERINA NEUTRO 500ML;41.99;7;ZANOL E THOMAZ LTDA;Zanol e Thomaz;29.9;RAIADROGASIL SA;Drogasil;35.0;GRANADO SAB BB TRA 500;GRANADO;PHEBO;A;SUBIR PREÇO URGENTE;7.21857142857143;13.10033444816053;3.916999999999998;43.64333333333334;12.090000000000003;40.43478260869566;38.07300000000001;-8.173000000000009;-27.334448160535146;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150088238;DOVE SAB ERVA-DOCE E CAMOMILA 90GR;6.989999999999999;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.99;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;7.0;SAB DOVE ERVA DOCE 90G;UNILEVER;DOVE;B;SUBIR PREÇO;0.213571428571429;27.00400801603207;1.3475;5.323333333333333;1.9999999999999991;40.08016032064126;5.642499999999999;-0.652499999999999;-13.076152304609199;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317452995;DOMPERIDONA 10MG 30CPR EURO;13.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.99;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;37.0;GEN DOMPERIDONA 10MG 30CPR;EUROFARMA;DOMPERIDONA;A;MANTER;-1.429372822299657;40.01562538147908;3.99756097560976;9.99;4.0;40.04004004004004;9.99243902439024;-0.002439024390239908;-0.024414658560960034;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317489366;ATORVASTATINA CALCICA 20MG 30CPR EURO;27.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;19.99;FARMACIA MODERNA LTDA.;Moderna .;14.0;ATORVASTATINA CALCICA 20MG CX 30 COMP RE;EUROFARMA;ATORVASTATINA CALCICA;A;COMPETITIVO;-7.739999999999998;57.10355177588794;11.415;19.99;8.0;40.020010005002504;16.575;3.414999999999999;17.08354177088544;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7891317127725;TADALAFILA 5MG 30CPR EURO;19.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;14.29;RAIADROGASIL SA;Drogasil;26.0;TADALAFILA 5MG EUG 30S;EUROFARMA;TADALAFILA;A;COMPETITIVO;-4.249834368530014;50.8179430228902;7.26188405797101;14.29;5.699999999999999;39.88803358992302;12.728115942028989;1.5618840579710103;10.929909432967182;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7898656390216;MAMYPOKO FRD DIA&NOITE CALCA MEGA G C/34;45.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;32.9;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;39.0;FRALDA MAMYPOKO CALCA DN MEGA G 30X1;UNICHARM;MAMYPOKO;A;SUBIR PREÇO URGENTE;34.52857142857143;-43.46504559270518;-14.3;32.9;13.090000000000003;39.7872340425532;60.290000000000006;-27.390000000000008;-83.25227963525839;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896004733234;PREDNISOLONA 20MG 10CPR EMS;12.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.3;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;13.0;PREDNISOLONA 20MG CP;EMS;PREDNISOLONA;A;MANTER;-2.042857142857143;45.37634408602151;4.220000000000001;9.3;3.6899999999999995;39.6774193548387;8.77;0.5300000000000011;5.6989247311828075;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896112160281;IBUPRIL 400MG 08CAPS GEL;8.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;6.49;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;27.0;IBUPRIL 400MG BL 8 CAP;TEUTO;IBUPRIL;A;MANTER;-1.3206307277628;44.24409105445239;2.87144150943396;6.69;2.5;38.52080123266563;6.11855849056604;0.3714415094339598;5.723289821786746;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7891317007607;IBANDRONATO SODIO 150MG 01CPR EURO;28.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;20.94;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;11.0;GEN IBANDRONATO DE SODIO 150MG 01CPR;EUROFARMA;IBANDRONATO SODIO;B;MANTER;-3.297142857142859;41.02196752626553;8.590000000000002;20.94;8.049999999999997;38.44317096466092;20.4;0.5400000000000027;2.5787965616045976;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896423481853;SNICKERS RECH DARK CHOC 42GR;4.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.25;MATEUS SUPERMERCADOS S.A. - MIX MARABA;Mateus Super Rcados;15.0;CHOC SNICKERS DARK 4;;;;SEM CUSTO;;;;4.375;1.2400000000000002;38.15384615384616;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150025981;DOVE BABY SAB LIQ HIDRA ENRIQ 200ML;21.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;15.92;RAIADROGASIL S.A.;Drogasil;26.0;SAB BABY DOVE HIDR.ENRIQUECIDA 200ML;UNILEVER;BABY DOVE;B;MANTER;-1.661992945326286;36.12313190383369;6.863395061728401;19.0;6.0699999999999985;38.12814070351757;15.126604938271598;0.7933950617284022;4.983637322414587;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7891024035047;PROTEX SAB LIMPEZA PROFUNDA 85G;3.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.89;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;26.0;SAB PROTEX ANT LIMP PROF 85G;COLGATE;PROTEX;B;SUBIR PREÇO URGENTE;1.324285714285714;-2.07612456747405;-0.06000000000000005;3.456666666666667;1.1;38.062283737024224;4.050000000000001;-1.1600000000000006;-40.13840830449829;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896423488883;SNICKERS RECH BRANCO 42GR;4.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.26;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;9.0;CHOC SNICKERS BRANCO;MARS BRASIL;SNICKERS;B;SUBIR PREÇO URGENTE;1.44;-0.9202453987730138;-0.03000000000000025;3.26;1.2300000000000004;37.730061349693266;4.5200000000000005;-1.2600000000000007;-38.65030674846628;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
602883743076;TOPWAY WHEY PROT COCO 35G;10.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.99;TRIANGULO DROGARIA LTDA;Triangulo;6.0;TOPWAY WHEY PROT COCO 35G;;;;SEM CUSTO;;;;10.24;3.0;37.546933667083856;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
602883743090;TOPWAY WHEY PROT BANOF 35G;10.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.99;TRIANGULO DROGARIA LTDA;Triangulo;4.0;TOPWAY WHEY PROT BANOF 35G;;;;SEM CUSTO;;;;10.49;3.0;37.546933667083856;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896422506236;DIPIRONA GTS 20ML MEDLEY;10.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.99;RAIADROGASIL S.A.;Drogasil;38.0;DIPIRONA 500 MEG 20ML;SANOFI-MEDLEY;DIPIRONA;A;MANTER;-1.210204081632656;40.60253888789562;3.24414285714286;7.99;3.0;37.546933667083856;7.74585714285714;0.24414285714285988;3.055605220811763;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7891317025083;ACETILCISTEINA XP PED 20MG/ML 120ML EURO;21.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;15.99;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;35.0;GEN ACETILCISTEINA XPE 20MGML 120ML;EUROFARMA;ACETILCISTEINA;A;MANTER;-1.731558441558441;37.5803058729888;6.00909090909091;15.99;5.999999999999998;37.523452157598484;15.980909090909089;0.009090909090911481;0.05685371539031571;🔴 Perda Competitiva;🔴 Crítica;Avaliar redução de preço ou ação promocional.;1
7896902210608;FARMAX AGUA OXIG CREM VOL30 90ML;2.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.19;Nobrega Comercio de Alimentos Ltda - EPP;Nobrega De Ali;39.0;AGUA CREM OXIG 30VOL 90ML FARMAX;FARMAX;FARMAX;A;MANTER;-0.005354713313900028;30.171155220079;0.66074829931973;2.19;0.8000000000000003;36.52968036529682;2.3292517006802704;-0.13925170068027048;-6.358525145217831;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
